author,name,rank,date,duration,id,popularity,album_Name,albumType,releaseDate,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,timeSig
Lady Gaga & Ariana Grande,Rain On Me,48,2020,182200,7ju97lgwC2rKQ6wwsf9no9,75,Chromatica,album,2020-05-29,False,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,4
Pop Smoke Featuring Lil Baby & DaBaby,For The Night,49,2020,190476,0PvFJmanyNQMseIFrU708S,81,Shoot For The Stars Aim For The Moon,album,2020-07-03,True,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,4
Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),50,2020,221714,6cy3ki60hLwimwIje7tALf,74,RITMO (Bad Boys For Life),single,2019-10-12,True,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,4
Rod Wave,Heart On Ice,51,2020,159669,591ks2A0o7ratTpiRdI7M6,74,PTSD,album,2019-06-14,True,0.732,0.387,10,-8.47,0,0.0741,0.0493,0,0.141,0.242,157.875,3
Blake Shelton Duet With Gwen Stefani,Nobody But You,52,2020,194866,5M8goiFYynmNxhueYW6grR,66,Fully Loaded: God's Country,album,2019-12-13,False,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,4
SHAED,Trampoline,53,2020,184280,2ez6qvOTHKeI3ss80NGqnI,72,Melt (Deluxe),album,2019-12-27,False,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,4
Juice WRLD x Marshmello,Come & Go,54,2020,205484,2Y0wPrPQBrGhoLn14xRYCG,79,Legends Never Die,album,2020-07-10,True,0.625,0.814,0,-5.181,1,0.0657,0.0172,0,0.158,0.535,144.991,4
Lizzo,Truth Hurts,55,2020,173325,3HWzoMvoF3TQfYg4UPszDq,75,Cuz I Love You (Super Deluxe),album,2019-04-19,True,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4
JP Saxe Featuring Julia Michaels,If The World Was Ending,56,2020,208687,2kJwzbxV2ppxnQoYw4GLBZ,79,If the World Was Ending (feat. Julia Michaels),single,2019-10-17,False,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,4
Lil Baby & 42 Dugg,We Paid,57,2020,181929,5VzYwfpY9MWtmqNZ1YpoWN,19,Hip Hop & Rap - Våren 2021,compilation,2021-03-26,True,0.926,0.542,1,-5.064,1,0.293,0.135,0,0.0877,0.564,135.14,4
Justin Bieber,Yummy,58,2020,208520,1lF2f0UPWs6PEaYONtV2MB,2,Ponela al taco,compilation,2023-10-20,False,0.677,0.506,9,-6.652,0,0.0964,0.345,0,0.118,0.497,145.843,4
Old Dominion,One Man Band,59,2020,186240,7cA3PnUQDlUyBBwpRozQeo,78,Old Dominion,album,2019-10-25,False,0.706,0.358,6,-8.331,1,0.0347,0.677,0,0.107,0.478,75.991,4
Jason Aldean,Got What I Got,60,2020,178146,4TCc369aRPRubv1m8R1TBG,68,9,album,2019-11-22,False,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,3
Surfaces,Sunday Best,61,2020,158638,4ISKB6nrA7Y5kMEI2Z50z8,23,Hit Connection - Best of 2020,compilation,2020-12-03,False,0.87,0.566,5,-5.659,1,0.0461,0.157,0,0.0735,0.724,111.999,4
Eminem Featuring Juice WRLD,Godzilla,62,2020,210800,7FIWs0pqAYbP91WWM0vlTQ,84,Music To Be Murdered By,album,2020-01-17,True,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4
Juice WRLD & YoungBoy Never Broke Again,Bandit,63,2020,189322,4ut2ympRtiLLrNvxGQs6zd,15,Hip Hop & Rap - Våren 2021,compilation,2021-03-26,True,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.424,180.056,4
StaySolidRocky,Party Girl,64,2020,147800,5RqR4ZCCKJDcBLIn4sih9l,73,Party Girl,single,2020-04-21,False,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,4
Maddie & Tae,Die From A Broken Heart,65,2020,188320,3DA4SE262k6rdEtlHteNyq,71,The Way It Feels,album,2020-04-10,False,0.596,0.522,9,-6.633,1,0.0358,0.373,0,0.291,0.443,76.042,4
DJ Khaled Featuring Drake,Popstar,66,2020,200221,6EDO9iiTtwNv6waLwa1UUq,74,POPSTAR (feat. Drake),single,2020-07-17,True,0.8,0.56,5,-4.818,0,0.261,0.057,0,0.134,0.45,163.071,4
Mariah Carey,All I Want For Christmas Is You,67,2020,241106,0bYg9bo50gSsH3LtXe2SQn,80,Merry Christmas,album,1994-10-28,False,0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,4
Lee Brice,One Of Them Girls,68,2020,188893,6uyiyatWPCqC59Mm4rO8xL,77,Hey World,album,2020-11-20,False,0.643,0.79,4,-6.079,1,0.0461,0.29,0,0.107,0.808,95.981,4
Sam Hunt,Hard To Forget,69,2020,204760,10xuH52YSXHWFwCaF1fsDd,65,SOUTHSIDE,album,2020-04-03,False,0.689,0.689,4,-5.517,1,0.045,0.23,0,0.57,0.664,130.069,4
Luke Bryan,One Margarita,70,2020,193426,1Y3TlYJNhIa7k4YAvFkJAB,68,Born Here Live Here Die Here,album,2020-08-07,False,0.641,0.842,9,-4.872,1,0.0464,0.0969,0,0.169,0.738,89.997,4
Lil Nas X,Panini,71,2020,114893,1000nHvUdawXuUHgBod4Wv,72,Panini,single,2019-09-13,False,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,4
Young Thug Featuring Gunna,Hot,72,2020,193026,5Z8HZM6iQMhhqyPcCGY5g9,75,So Much Fun,album,2019-08-16,True,0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,4
Carly Pearce & Lee Brice,I Hope You're Happy Now,73,2020,198688,51NBSy6b9uMY4SwiU3pQ4Y,0,Songs With Friends: Duets & More 2023,compilation,2023-10-13,False,0.591,0.814,10,-4.725,1,0.0365,0.168,8.87e-06,0.142,0.313,118.036,4
Lil Baby,Emotionally Scarred,74,2020,197529,7ge7BHazYbVKi8qyZUX1Bm,73,My Turn,album,2020-02-28,True,0.585,0.641,6,-4.269,0,0.133,0.0286,0,0.316,0.266,88.284,4
YNW Melly & Juice WRLD,Suicidal,75,2020,225857,4S2uhQE8L9V6p7rj7SiauJ,75,Suicidal (Remix) [feat. Juice WRLD],single,2020-03-13,True,0.655,0.441,9,-5.245,0,0.0629,0.474,0,0.099,0.273,139.957,4
Lil Baby,The Bigger Picture,76,2020,252728,44gRhRi2OhEf7moAUj6MD1,66,The Bigger Picture,single,2020-06-12,True,0.59,0.618,1,-5.756,1,0.334,0.0127,0,0.244,0.153,96.459,3
Jonas Brothers,Only Human,77,2020,183000,0DiDStADDVh3SvAsoJAFMk,73,Happiness Begins,album,2019-06-07,False,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.0645,0.874,94.01,4
Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,78,2020,201600,1H7KnK26kc1YyellpbINEn,74,Shoot For The Stars Aim For The Moon,album,2020-07-03,True,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,4
Lil Baby,Sum 2 Prove,79,2020,205760,5f4Hy5mw5SRaUgXX9c6P5S,73,My Turn,album,2020-02-28,True,0.827,0.552,4,-7.571,0,0.274,0.0169,0,0.122,0.408,124.011,4
Ariana Grande & Justin Bieber,Stuck With U,80,2020,228482,4HBZA5flZLE435QTztThqH,82,Stuck with U,single,2020-05-08,False,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3
Pop Smoke Featuring Lil Tjay,Mood Swings,81,2020,213333,5rZlwNFl01HqLWBQGryKSm,80,Shoot For The Stars Aim For The Moon,album,2020-07-03,True,0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798,4
Halsey,You Should Be Sad,82,2020,205473,7lidXGPXPYLNThITAOTlkK,74,Manic,album,2020-01-17,True,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,4
Pop Smoke,Dior,83,2020,216386,79s5XnCN4TJKTVMSmOx8Ep,83,Meet The Woo,album,2019-07-26,True,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,4
BENEE Featuring Gus Dapperton,Supalonely,84,2020,223480,4nK5YrxbMGZstTLbvj6Gxw,71,STELLA & STEVE,single,2019-11-15,True,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,4
Luke Combs,Even Though I'm Leaving,85,2020,225253,5Fhe63YOMZsGdB3CgCDuBi,72,What You See Is What You Get,album,2019-11-08,False,0.554,0.755,2,-6.04,1,0.0319,0.225,0,0.301,0.624,77.962,4
"THE SCOTTS, Travis Scott & Kid Cudi",The Scotts,86,2020,165977,39Yp9wwQiSRIDOvrVg7mbk,77,THE SCOTTS,single,2020-04-24,True,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979,4
Doja Cat & Tyga,Juicy,87,2020,203093,7f5trao56t7sB7f14QDTmp,72,Hot Pink,album,2019-11-07,True,0.785,0.652,0,-2.607,1,0.0668,0.102,0,0.0697,0.484,170.024,4
Kane Brown With Swae Lee & Khalid,Be Like That,88,2020,191406,5f1joOtoMeyppIcJGZQvqJ,72,Be Like That (feat. Swae Lee & Khalid),single,2020-07-10,False,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,4
Kane Brown,Homesick,89,2020,205400,30RZAuEkYeDXvy46Iv6l7E,67,Experiment Extended,album,2019-11-01,False,0.701,0.5,8,-8.82,1,0.0303,0.46,0,0.234,0.409,97.028,4
Rod Wave Featuring ATR Son Son,Rags2Riches,90,2020,235987,40TPiJpvwGIyvPjJMDTKfy,73,Pray 4 Love (Deluxe),album,2020-08-07,True,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,4
Miranda Lambert,Bluebird,91,2020,209760,0kPeZAyIhIfeZNrtfjJGDB,71,Wildcard,album,2019-11-01,False,0.661,0.633,7,-5.986,1,0.0348,0.038,2.75e-06,0.124,0.613,81.984,4
Juice WRLD,Wishing Well,92,2020,194621,2U5WueTLIK5WJLD7mvDODv,79,Legends Never Die,album,2020-07-10,True,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,4
Luke Combs Featuring Eric Church,Does To Me,93,2020,223320,0nGXi46VcQQ56ZJR428MKS,70,What You See Is What You Get,album,2019-11-08,False,0.616,0.849,0,-4.897,1,0.0373,0.311,0,0.311,0.638,113.065,4
Jhene Aiko,P*$$y Fairy (OTW),94,2020,181860,48KXAIruJ07kJVCWOGohMV,71,P*$$Y Fairy (OTW),single,2020-01-17,True,0.572,0.519,2,-7.092,0,0.212,0.536,0,0.102,0.35,128.331,4
Surf Mesa Featuring Emilee,ily,95,2020,176546,62aP9fBQKYKxi7PDXwcUAS,78,ily (i love you baby) (feat. Emilee),single,2019-11-26,False,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4
Morgan Wallen,More Than My Hometown,96,2020,216573,5OELUCYgOHKFAvCERnAvfS,80,Dangerous: The Double Album,album,2021-01-08,False,0.62,0.869,6,-5.479,1,0.0462,0.615,0,0.131,0.597,126.019,4
Luke Combs,Lovin' On You,97,2020,194866,0nYvjcSlCgjcwogQAwIwNp,73,What You See Is What You Get,album,2019-11-08,False,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,4
Moneybagg Yo,Said Sum,98,2020,155168,3sKz6Sd72K0ofPWcJPPk6H,66,Code Red,album,2020-09-18,True,0.929,0.667,8,-6.789,0,0.353,0.0185,0,0.1,0.274,126.998,4
H.E.R. Featuring YG,Slide,99,2020,296011,6MO2bfLHKykUgCChFdw91H,71,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",single,2020-01-17,False,0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,4
NLE Choppa Featuring Roddy Ricch,Walk Em Down,100,2020,173288,1Z0cZI0UzNbP9L8MzzGxqf,77,Top Shotta,album,2020-08-10,True,0.867,0.744,2,-5.171,1,0.227,0.268,0,0.0713,0.645,84.005,4
Dua Lipa,Levitating,1,2021,203064,5nujrmhLynf4yMoMtj8AQF,85,Future Nostalgia,album,2020-03-27,False,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
The Weeknd & Ariana Grande,Save Your Tears,2,2021,191013,37BZB0z9T8Xu7U3e65qxFy,84,Save Your Tears (Remix),single,2021-04-23,False,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,4
The Weeknd,Blinding Lights,3,2021,200040,0VjIjW4GlUZAMYd2vXMi3b,92,After Hours,album,2020-03-20,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4
24kGoldn Featuring iann dior,Mood,4,2021,140533,4jPy3l0RUwlUI9T5XHBW2m,83,El Dorado,album,2021-03-26,True,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,4
Olivia Rodrigo,Good 4 U,5,2021,178146,4ZtFanR9U6ndgddUvNcjcG,87,SOUR,album,2021-05-21,True,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
Doja Cat Featuring SZA,Kiss Me More,6,2021,208666,3DarAbFujv6eYNliUTyqtz,83,Planet Her,album,2021-06-25,True,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,7,2021,242096,02VBYrHfVwfEWXk5DXyf0T,84,An Evening With Silk Sonic,album,2021-11-11,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4
Olivia Rodrigo,Drivers License,8,2021,242013,5wANPM4fQCJwkGd4rN57mH,88,SOUR,album,2021-05-21,True,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,4
Lil Nas X,Montero (Call Me By Your Name),9,2021,137704,1SC5rEoYDGUK4NfG82494W,81,MONTERO,album,2021-09-17,True,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,4
Justin Bieber Featuring Daniel Caesar & Giveon,Peaches,10,2021,198081,4iJyoBOLtHqaGxP12qzhQI,84,Justice,album,2021-03-19,True,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4
BTS,Butter,11,2021,164952,6jjYDGxVJsWS0a5wlVF5vS,78,Proof,album,2022-06-10,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0788,0.695,109.997,4
The Kid LAROI & Justin Bieber,Stay,12,2021,172563,4WNrx9GTx4RvdnxR6qVysR,65,Stay,single,2022-04-29,False,0.497,0.576,5,-5.013,0,0.0649,0.351,3.38e-05,0.166,0.227,102.707,4
Olivia Rodrigo,Deja Vu,13,2021,215506,6HU7h9RYOaPRFeh0R3UeAr,89,SOUR,album,2021-05-21,True,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,4
Ariana Grande,Positions,14,2021,172324,35mvY5S1H3J2QZyna3TFe0,84,Positions,album,2020-10-30,True,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,4
Ed Sheeran,Bad Habits,15,2021,230746,3rmo8F54jFF8OgYsqTxm5d,85,=,album,2021-10-29,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4
Glass Animals,Heat Waves,16,2021,238805,3USxtqRwSYz57Ewm6wWRMp,91,Dreamland,album,2020-08-07,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
The Kid LAROI,Without You,17,2021,161384,1KMkcUvF7m3SDChDOa7i5L,78,F*CK LOVE 3+: OVER YOU,album,2021-07-27,True,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,4
Luke Combs,Forever After All,18,2021,232533,6IBcOGPsniK3Pso1wHIhew,80,What You See Ain't Always What You Get (Deluxe Edition),album,2020-10-23,False,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,4
Chris Brown & Young Thug,Go Crazy,19,2021,176960,1IIKrJVP1C9N7iPtG6eOsK,77,Slime & B,album,2020-05-08,True,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,4
Masked Wolf,Astronaut In The Ocean,20,2021,132780,3Ofmpyhv5UAQ70mENzB277,77,Astronaut In The Ocean,single,2021-01-06,True,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,4
Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,21,2021,182437,2sQH02O2HBCPJCztBrCWNa,69,Positions (Deluxe),album,2021-02-19,True,0.659,0.662,5,-5.768,1,0.434,0.211,0,0.228,0.704,109.957,4
Pop Smoke,What You Know Bout Love,22,2021,160000,1tkg4EHVoqnhR6iFEXb60y,83,Shoot For The Stars Aim For The Moon,album,2020-07-03,True,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,4
Machine Gun Kelly X blackbear,My Ex's Best Friend,23,2021,139460,7kDUspsoYfLkWnZR7qwHZl,76,Tickets To My Downfall,album,2020-09-25,True,0.731,0.675,5,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939,4
Lil Nas X & Jack Harlow,Industry Baby,24,2021,212000,27NovPIUIRrOZoCHxABJwK,81,INDUSTRY BABY (feat. Jack Harlow),single,2021-07-23,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4
Billie Eilish,Therefore I Am,25,2021,174321,54bFM56PmE4YLRnqpW6Tha,75,Therefore I Am,single,2020-11-12,False,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4
Cardi B,Up,26,2021,156944,1M4OcYkxAtu3ErzSgDEfoi,72,Up (Instrumental),single,2021-02-04,True,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,4
Walker Hayes,Fancy Like,27,2021,161853,58UKC45GPNTflCN6nwCUeF,75,Country Stuff The Album,album,2022-01-21,False,0.647,0.765,1,-6.459,1,0.06,0.111,0,0.315,0.855,79.994,4
Bad Bunny & Jhay Cortez,Dakiti,28,2021,192134,6HII6N3G6FpkWc3DJbhZfF,16,"Pristine Karaoke, Vol. 25",album,2020-11-23,False,0.564,0.459,4,-9.346,0,0.0339,0.0616,0.917,0.294,0.0642,110.028,4
Saweetie Featuring Doja Cat,Best Friend,29,2021,155883,2etHQJxIbV0soyPhelVs9Y,73,Best Friend (feat. Doja Cat),single,2021-01-07,True,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,4
Polo G,Rapstar,30,2021,165925,18vXApRmJSgQ6wG2ll9AOg,82,Hall of Fame,album,2021-06-11,True,0.789,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039,4
Giveon,Heartbreak Anniversary,31,2021,198370,3FAJ6O0NOHQV8Mc5Ri6ENp,83,TAKE TIME,album,2020-03-27,False,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3
Pop Smoke Featuring Lil Baby & DaBaby,For The Night,32,2021,190476,0PvFJmanyNQMseIFrU708S,81,Shoot For The Stars Aim For The Moon,album,2020-07-03,True,0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,4
Lil Tjay Featuring 6LACK,Calling My Phone,33,2021,205458,3J8EOeKLTLXORtWPpOU5bE,81,Destined 2 Win,album,2021-04-02,True,0.907,0.393,4,-7.636,0,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4
Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes,34,2021,227395,5zFglKYiknIxks8geR8rcL,80,JORDI (Deluxe),album,2021-06-11,False,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,4
Justin Bieber Featuring Chance The Rapper,Holy,35,2021,212093,6f06yfigKmm8D17iopI2ZH,0,Valentine´s Playlist,compilation,2023-10-25,False,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,4
Lil Baby,On Me,36,2021,135959,4Iedi94TIaB2GGb1nMB68v,77,On Me,single,2020-12-04,True,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,4
Tate McRae,You Broke Me First.,37,2021,169265,45bE4HXI0AwGZXfZtMp8JR,86,you broke me first,single,2020-04-17,True,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4
Olivia Rodrigo,Traitor,38,2021,229226,5CZ40GBx1sQ9agT82CLQCT,88,SOUR,album,2021-05-21,False,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
Pooh Shiesty Featuring Lil Durk,Back In Blood,39,2021,184489,7FGdjbZ32vMybPuP0IuE7d,72,Shiesty Season,album,2021-02-05,True,0.759,0.538,8,-8.256,0,0.384,0.151,0,0.126,0.831,146.933,4
Gabby Barrett Featuring Charlie Puth,I Hope,40,2021,210772,23T0OX7QOiIUFShSzbJ5Uo,75,Goldmine,album,2020-06-19,False,0.466,0.536,6,-6.227,1,0.0429,0.0951,0,0.114,0.377,75.998,4
BTS,Dynamite,41,2021,199053,5QDLhrAOJJdNAmCTJ8xMyW,83,BE,album,2020-11-20,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4
Moneybagg Yo,Wockesha,42,2021,180930,0nqhKXDjsyBMvbeWmgijD0,67,A Gangsta’s Pain,album,2021-04-23,True,0.582,0.537,0,-9.229,1,0.619,0.129,0,0.0749,0.771,82.103,4
Doja Cat & The Weeknd,You Right,43,2021,186173,0IakguBBeTUsAILmugkEam,69,You Right,single,2021-06-24,True,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4
SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box,44,2021,212026,2LbNkvmYabhVf9jBCVeLm7,67,Beat Box 4 (with NLE Choppa),single,2021-04-09,True,0.816,0.46,8,-8.177,1,0.382,0.0667,0,0.128,0.392,159.985,4
Drake Featuring Lil Durk,Laugh Now Cry Later,45,2021,261492,2SAqBLGA283SUiwJ3xOUVI,81,Laugh Now Cry Later (feat. Lil Durk),single,2020-08-14,True,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,4
Doja Cat,Need To Know,46,2021,210560,3Vi5XqYrmQgOYBajMWSvCi,82,Planet Her,album,2021-06-25,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,4
Drake Featuring Lil Baby,Wants And Needs,47,2021,192956,65OVbaJR5O1RmwOQx0875b,83,Scary Hours 2,single,2021-03-05,True,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,4
Drake Featuring Future & Young Thug,Way 2 Sexy,48,2021,257604,0k1WUmIRnG3xU6fvvDVfRG,78,Certified Lover Boy,album,2021-09-03,True,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4
Kali Uchis,Telepatia,49,2021,160191,6tDDoYIxWvMLTdKpjFkc1B,85,Sin Miedo (del Amor y Otros Demonios) ∞,album,2020-12-04,False,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97,4
CJ,Whoopty,50,2021,123262,5vGLcdRuSbUhD8ScwsGSdA,73,Whoopty,single,2020-08-20,True,0.719,0.648,3,-7.6,0,0.125,0.2,0,0.127,0.66,140.201,4
Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,51,2021,278453,5TlsFNfXQPjGsak0wii3WH,16,Lemonade (feat. Don Toliver & NAV) [Latin Remix],single,2020-11-20,True,0.795,0.631,1,-5.832,0,0.0826,0.294,0,0.111,0.502,139.976,4
SZA,Good Days,52,2021,278480,4PMqSO5qyjpvzhlLI5GnID,81,SOS,album,2022-12-09,True,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,4
Chris Stapleton,Starting Over,53,2021,240413,3K07bGe8iljQ3mOKArHLDo,78,Starting Over,album,2020-11-13,False,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,4
Megan Thee Stallion,Body,54,2021,171067,0A1hoCfMLkiAgvhWkkucJa,71,Good News,album,2020-11-20,True,0.914,0.732,8,-6.1,0,0.241,0.0166,0,0.107,0.469,94.066,4
Taylor Swift,Willow,55,2021,214706,0lx2cLdOt3piJbcaXIV74f,83,evermore,album,2020-12-11,False,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4
AJR,Bang!,56,2021,170858,5FQPpxOXsvkMN6v18gtpwY,73,OK ORCHESTRA,album,2021-03-26,False,0.74,0.517,1,-6.233,0,0.0506,0.0183,0,0.0558,0.698,139.917,4
Luke Combs,Better Together,57,2021,219573,6gdLyYNuhWBzqwlOFSsXC7,76,What You See Is What You Get,album,2019-11-08,False,0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002,4
Yung Bleu Featuring Drake,You're Mines Still,58,2021,226220,3q6TQTEbiLNv3RfNQfPgo3,50,You’re Mines Still (feat. Drake),single,2020-10-15,True,0.575,0.609,5,-4.88,0,0.121,0.317,0,0.105,0.339,83.004,4
DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get,59,2021,236524,1EJIcDYXwSqipW5dFe4uJz,79,KHALED KHALED,album,2021-04-30,True,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,4
Wizkid Featuring Justin Bieber & Tems,Essence,60,2021,248040,5FG7Tl93LdH117jEKYl3Cm,76,Made In Lagos,album,2020-10-29,False,0.849,0.707,0,-6.002,1,0.113,0.0266,8.58e-06,0.618,0.602,104.027,4
Ryan Hurd With Maren Morris,Chasing After You,61,2021,207973,1ZIKpMTRPqhwAoVXWY3tXI,66,Chasing After You (with Maren Morris),single,2021-02-12,False,0.596,0.679,4,-6.395,1,0.0394,0.723,0,0.116,0.479,131.912,4
Gabby Barrett,The Good Ones,62,2021,215140,3hLuHKzG1cmlRpq53ZVWd8,74,Goldmine,album,2020-06-19,False,0.519,0.552,2,-5.023,1,0.0259,0.18,0,0.149,0.331,89.957,4
Marshmello X Jonas Brothers,Leave Before You Love Me,63,2021,154983,4qu63nuBpdn0qHUHuObEj1,84,Leave Before You Love Me,single,2021-05-21,False,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4
Dan + Shay,Glad You Exist,64,2021,144760,3oV2RVOmwdWdf9BmGS4Oad,65,Good Things,album,2021-08-13,False,0.741,0.499,11,-8.035,1,0.0356,0.23,0,0.125,0.692,103.96,4
Justin Bieber & benny blanco,Lonely,65,2021,155188,4fKiuIavbsoTRZ6R7xuAyT,51,Lonely (with benny blanco) [Main + Acoustic],single,2020-10-27,True,0.365,0.117,11,-10.61,0,0.041,0.969,2.48e-06,0.684,0.119,168.744,4
Maneskin,Beggin',66,2021,211560,3Wrjm47oTz2sjIgck11l5e,85,Chosen,album,2017-12-08,False,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,4
